project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_caliber_conf,cheapest_github_caliber_runtime,cheapest_github_caliber_price,cheapest_github_caliber_max_failure_rate,cheapest_github_caliber_runtime_rate,cheapest_github_caliber_price_rate,cheapest_smart_baseline_conf,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_caliber_conf,fastest_github_caliber_runtime,fastest_github_caliber_price,fastest_github_caliber_max_failure_rate,fastest_github_caliber_runtime_rate,fastest_github_caliber_price_rate,fastest_smart_baseline_conf,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,10-0.8,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 2, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",198.96552713372347,1.0131633818754853,0.25,27CPU2Mem8GB.sh,24.68419999999998,2.396827893994168,0.1899999999999999,8.060440570637235,0.42271010964709277,23CPU05Mem4GB.sh,57.37224871268053,1.8176770971571945,0.1827586206896552,3.467975050623172,0.5573945908544756,12-0.8,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 8, '26CPU2Mem4GB.sh': 1}",19.57323666666664,4.168273945563146,0.3,27CPU2Mem8GB.sh,20.57018042363436,2.396827893994168,0.1899999999999999,0.9515345156709337,1.7390793706998173,23CPU05Mem4GB.sh,47.81074352801973,1.8176770971571936,0.1827586206896552,0.4093899241536716,2.2931872509601585
assertj-core_dot,12-0.8,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",1.9353275862068964,0.023895567306112,0.125,27CPU2Mem8GB.sh,0.6639620689655179,0.0346710432336593,0.0758620689655172,2.9148164882705148,0.6892082001995756,27CPU2Mem8GB.sh,0.6639620689655179,0.0346710432336593,0.0758620689655172,2.9148164882705148,0.6892082001995756,10-0.8,"{'27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 2}",0.5596916666666665,0.0454882133688184,0.1103448275862069,27CPU2Mem8GB.sh,0.6639620689655179,0.0346710432336593,0.0758620689655172,0.8429572905251812,1.311994365507225,27CPU2Mem8GB.sh,0.6639620689655179,0.0346710432336593,0.0758620689655172,0.8429572905251812,1.311994365507225
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0.8,{'19CPU010Mem1GB.sh': 2},25.74411000000002,0.0255960615402104,0.01,27CPU2Mem8GB.sh,13.025449999999994,0.2236932834666666,0.0,1.9764468789945862,0.11442481036326944,22CPU05Mem2GB.sh,14.604336666666669,0.0597880222416667,0.0,1.7627716059681828,0.42811353479380226,2-0.8,"{'29CPU4Mem8GB.sh': 1, '25CPU1Mem8GB.sh': 1}",12.952333333333344,0.2765920778520997,0.0033333333333332,27CPU2Mem8GB.sh,13.025449999999994,0.2236932834666666,0.0,0.9943866302763705,1.2364791359205731,22CPU05Mem2GB.sh,14.604336666666669,0.0597880222416667,0.0,0.8868826862158073,4.626212199060513
commons-exec_dot,8-0.8,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 2}",26.14501379725087,0.0236583023816709,0.03,27CPU2Mem8GB.sh,10.013006666666666,0.261282004019477,0.0016666666666667,2.6111052022253927,0.09054700292296945,26CPU2Mem4GB.sh,10.013403333333324,0.2213900007111111,0.0,2.611001767023356,0.10686256066525023,8-0.8,"{'27CPU2Mem8GB.sh': 5, '29CPU4Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 2}",10.013006666666666,0.2706153564250323,0.0016666666666667,27CPU2Mem8GB.sh,10.013006666666666,0.261282004019477,0.0016666666666667,1.0,1.0357213748439391,26CPU2Mem4GB.sh,10.013403333333324,0.2213900007111111,0.0,0.9999603864287242,1.2223467887249106
db-scheduler_dot,10-0.8,"{'19CPU010Mem1GB.sh': 2, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 2, '01noThrottling.sh': 1}",11.217597014925376,0.0134467660291088,0.2666666666666667,27CPU2Mem8GB.sh,10.199820945945948,0.1087934265808854,0.0133333333333333,1.0997837191822428,0.12359906707333498,24CPU1Mem4GB.sh,10.21129431438127,0.057623458622631,0.0033333333333332,1.0985480067034068,0.23335576083986959,12-0.8,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '28CPU2Mem16GB.sh': 5, '29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 2}",10.19937248322148,0.181516755127431,0.0066666666666667,27CPU2Mem8GB.sh,10.199820945945948,0.1087934265808854,0.0133333333333333,0.9999560322944054,1.6684533324490658,24CPU1Mem4GB.sh,10.21129431438127,0.057623458622631,0.0033333333333332,0.9988324857953609,3.1500496406535072
delight-nashorn-sandbox_dot,4-0.8,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",14.91208230425056,0.1257607731394616,0.04,27CPU2Mem8GB.sh,4.228786666666665,0.1550071969465997,0.0033333333333332,3.5263264571359865,0.8113221554660229,29CPU4Mem8GB.sh,4.118576666666666,0.2419303343555555,0.0,3.620688288976183,0.5198222598850955,8-0.8,"{'29CPU4Mem8GB.sh': 5, '26CPU2Mem4GB.sh': 3}",4.118576666666666,0.2021565922101417,0.0066666666666667,27CPU2Mem8GB.sh,4.228786666666665,0.1550071969465997,0.0033333333333332,0.973938150895923,1.3041755234099555,29CPU4Mem8GB.sh,4.118576666666666,0.2419303343555555,0.0,1.0,0.8355983665654763
elastic-job-lite_dot,12-0.8,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 2, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1}",13.89213793103449,0.0599688582580459,0.0,27CPU2Mem8GB.sh,10.022427586206886,0.2165998650689654,0.0,1.3861050939548014,0.27686470736697744,19CPU010Mem1GB.sh,27.664810344827583,0.1066267278681034,0.0,0.5021591602427835,0.5624186304603382,10-0.8,"{'19CPU010Mem1GB.sh': 1, '23CPU05Mem4GB.sh': 2, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 3, '29CPU4Mem8GB.sh': 1}",9.769137931034493,0.0933580186695402,0.0,27CPU2Mem8GB.sh,10.022427586206886,0.2165998650689654,0.0,0.974727714119783,0.43101605183278857,19CPU010Mem1GB.sh,27.664810344827583,0.1066267278681034,0.0,0.35312506426999607,0.8755592573845414
elastic-job-lite_elastic-job-lite-core,12-0.8,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 3, '23CPU05Mem4GB.sh': 2, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1}",12.715788729096989,0.0381941467091294,0.0033333333333332,27CPU2Mem8GB.sh,10.019736666666658,0.1519979448666666,0.0,1.2690741435749975,0.25128067845018237,20CPU010Mem2GB.sh,11.635266666666658,0.1027631629322222,0.0,1.092866119306562,0.3716715758770532,12-0.8,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 4}",9.772586666666664,0.0900918948633333,0.0,27CPU2Mem8GB.sh,10.019736666666658,0.1519979448666666,0.0,0.9753336830874803,0.5927178485364548,20CPU010Mem2GB.sh,11.635266666666658,0.1027631629322222,0.0,0.8399108457620228,0.8766944524931928
esper_examples.rfidassetzone,2-0.8,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",13.725810000000005,0.0224918917274999,0.0,27CPU2Mem8GB.sh,5.493362989323841,0.0684017679930011,0.0633333333333333,2.498616972276479,0.3288203271266509,19CPU010Mem1GB.sh,30.470770000000016,0.031280129495,0.0,0.45045825884938245,0.7190472702836839,2-0.8,{'01noThrottling.sh': 2},5.457029304029308,0.1335066604842491,0.0899999999999999,27CPU2Mem8GB.sh,5.493362989323841,0.0684017679930011,0.0633333333333333,0.9933858939660193,1.9518013115963548,19CPU010Mem1GB.sh,30.470770000000016,0.031280129495,0.0,0.17909062698544556,4.2680980750284165
fastjson_dot,12-0.8,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",22.46098666666667,0.1529656474771029,0.0,27CPU2Mem8GB.sh,3.743973244147158,0.2820072386142719,0.0,5.999238029219162,0.5424174508028446,26CPU2Mem4GB.sh,3.736458193979936,0.238589215844556,0.0,6.011304155056547,0.6411255719821051,8-0.8,"{'27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 2, '26CPU2Mem4GB.sh': 1}",3.6776,0.4035969835488411,0.0,27CPU2Mem8GB.sh,3.8688533333333326,0.2820072386142719,0.0,0.9505658868777659,1.4311582409445847,26CPU2Mem4GB.sh,3.740113333333336,0.238589215844556,0.0,0.983285711484678,1.691597761953289
