project,machines_num,conf,time_seq,time_parallel,price,min_failure_rate,max_failure_rate,probability_failure_rate,fitness
noxy_noxy-discovery-zookeeper,1,19CPU010Mem1GB.sh,367.3698442210093,367.3698442210093,0.26000600724741935,0.0,0.01666666666666672,0.01666666666666672,2.5329621389297787
noxy_noxy-discovery-zookeeper,1,20CPU010Mem2GB.sh,359.0088401573504,359.0088401573504,0.38707136449631663,0.0,0.00666666666666671,0.00666666666666671,2.4819633636020586
noxy_noxy-discovery-zookeeper,1,21CPU025Mem2GB.sh,133.24333333333337,133.24333333333337,0.2110796472222223,0.0,0.0,0.0,0.9245324172418984
noxy_noxy-discovery-zookeeper,1,22CPU05Mem2GB.sh,65.72054999999999,65.72054999999999,0.159536635125,0.0,0.0,0.0,0.458784867894427
noxy_noxy-discovery-zookeeper,1,23CPU05Mem4GB.sh,64.97957666666666,64.97957666666666,0.20587695873888887,0.0,0.0,0.0,0.45601920090782055
noxy_noxy-discovery-zookeeper,1,24CPU1Mem4GB.sh,33.606410000000004,33.606410000000004,0.16315912055000004,0.0,0.0,0.0,0.23868006355329516
noxy_noxy-discovery-zookeeper,1,25CPU1Mem8GB.sh,33.712786666666645,33.712786666666645,0.213626691511111,0.0,0.0,0.0,0.24193312948514337
noxy_noxy-discovery-zookeeper,1,26CPU2Mem4GB.sh,19.223946666666688,19.223946666666688,0.15818104115555573,0.0,0.0,0.0,0.13977510679446312
noxy_noxy-discovery-zookeeper,1,27CPU2Mem8GB.sh,19.042949999999983,19.042949999999983,0.18490704449999984,0.0,0.0,0.0,0.13986986604567697
noxy_noxy-discovery-zookeeper,1,28CPU2Mem16GB.sh,19.660023333333346,19.660023333333346,0.24915802904444462,0.0,0.0,0.0,0.14731521030509617
noxy_noxy-discovery-zookeeper,1,29CPU4Mem8GB.sh,17.703680000000002,17.703680000000002,0.2913435605333334,0.0,0.0,0.0,0.13600501159955558
noxy_noxy-discovery-zookeeper,1,01noThrottling.sh,17.135453333333334,17.135453333333334,0.3327705037333334,0.0,0.0,0.0,0.13417862589393983
noxy_noxy-discovery-zookeeper,2,19CPU010Mem1GB.sh,407.5687585147947,360.38956755434265,0.2884567888388459,0.0,0.01666666666666672,0.01666666666666672,2.4865036907717033
noxy_noxy-discovery-zookeeper,2,20CPU010Mem2GB.sh,398.3742500454935,352.1914334906838,0.4295138372573829,0.0,0.00666666666666671,0.00666666666666671,2.437321701621226
noxy_noxy-discovery-zookeeper,2,21CPU025Mem2GB.sh,147.6209866666668,129.73664000000002,0.23385624637777797,0.0,0.0,0.0,0.9016171950814446
noxy_noxy-discovery-zookeeper,2,22CPU05Mem2GB.sh,72.62026333333336,63.135176666666666,0.17628568924166677,0.0,0.0,0.0,0.44188803391087617
noxy_noxy-discovery-zookeeper,2,23CPU05Mem4GB.sh,71.83144333333331,62.39110333333333,0.2275859562944444,0.0,0.0,0.0,0.43934909974416547
noxy_noxy-discovery-zookeeper,2,24CPU1Mem4GB.sh,37.25600000000002,31.382520000000003,0.18087788000000013,0.0,0.0,0.0,0.22431129833954172
noxy_noxy-discovery-zookeeper,2,25CPU1Mem8GB.sh,37.35827999999995,31.489519999999978,0.23672696759999967,0.0,0.0,0.0,0.22783771583863874
noxy_noxy-discovery-zookeeper,2,26CPU2Mem4GB.sh,21.232403333333366,17.07287333333335,0.17470729209444472,0.0,0.0,0.0,0.1258461997793497
noxy_noxy-discovery-zookeeper,2,27CPU2Mem8GB.sh,21.010923333333302,16.89495333333332,0.20401606556666635,0.0,0.0,0.0,0.12609120183473832
noxy_noxy-discovery-zookeeper,2,28CPU2Mem16GB.sh,21.66391000000003,17.509070000000012,0.2745539527333337,0.0,0.0,0.0,0.1338306100636911
noxy_noxy-discovery-zookeeper,2,29CPU4Mem8GB.sh,19.44493333333334,15.531316666666669,0.3199987862222223,0.0,0.0,0.0,0.12253651523964702
noxy_noxy-discovery-zookeeper,2,01noThrottling.sh,18.91819666666667,14.965653333333332,0.36739137926666676,0.0,0.0,0.0,0.12102599513025927
noxy_noxy-discovery-zookeeper,4,19CPU010Mem1GB.sh,487.96658710236545,360.38956755434265,0.3453583520216991,0.0,0.01666666666666672,0.01666666666666672,2.489348768930846
noxy_noxy-discovery-zookeeper,4,20CPU010Mem2GB.sh,477.10506982177964,352.1914334906838,0.5143987827795155,0.0,0.00666666666666671,0.00666666666666671,2.4415659488973325
noxy_noxy-discovery-zookeeper,4,21CPU025Mem2GB.sh,176.37629333333365,129.73664000000002,0.27940944468888934,0.0,0.0,0.0,0.9038948549970002
noxy_noxy-discovery-zookeeper,4,22CPU05Mem2GB.sh,86.41969000000006,63.135176666666666,0.2097837974750002,0.0,0.0,0.0,0.44356293932254287
noxy_noxy-discovery-zookeeper,4,23CPU05Mem4GB.sh,85.53517666666664,62.39110333333333,0.27100395140555544,0.0,0.0,0.0,0.44151999949972104
noxy_noxy-discovery-zookeeper,4,24CPU1Mem4GB.sh,44.55518000000006,31.382520000000003,0.21631539890000032,0.0,0.0,0.0,0.22608317428454172
noxy_noxy-discovery-zookeeper,4,25CPU1Mem8GB.sh,44.64926666666656,31.489519999999978,0.2829275197777771,0.0,0.0,0.0,0.23014774344752761
noxy_noxy-discovery-zookeeper,4,26CPU2Mem4GB.sh,25.24931666666673,17.07287333333335,0.20775979397222274,0.0,0.0,0.0,0.12749882487323858
noxy_noxy-discovery-zookeeper,4,27CPU2Mem8GB.sh,24.946869999999933,16.89495333333332,0.24223410769999937,0.0,0.0,0.0,0.128002103941405
noxy_noxy-discovery-zookeeper,4,28CPU2Mem16GB.sh,25.67168333333339,17.509070000000012,0.3253458001111118,0.0,0.0,0.0,0.13637020243258
