project,category,confs,runtime,price,max_failure_rate,fitness,github_caliber_conf,github_caliber_runtime,github_caliber_price,github_caliber_max_failure_rate,github_caliber_score,github_caliber_runtime_rate,github_caliber_price_rate,github_caliber_score_rate,smart_baseline_conf,smart_baseline_runtime,smart_baseline_price,smart_baseline_max_failure_rate,smart_baseline_score,smart_baseline_runtime_rate,smart_baseline_price_rate,smart_baseline_score_rate
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,1-0,{'22CPU05Mem2GB.sh': 1},42.47574333333337,0.1031098669416667,0.0,0.1641856497895348,27CPU2Mem8GB.sh,27.276476666666632,0.264854588433333,0.0,0.24448309500883994,1.5572298377246458,0.3893074594311613,0.6715623825999021,22CPU05Mem2GB.sh,42.47574333333337,0.1031098669416667,0.0,0.16418564978953482,1.0,1.0,0.9999999999999998
commons-exec_dot,2-0,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",64.41089814814814,0.3570954700274695,0.0,0.3894903618534686,,,,,,,,,,,,,,,,
delight-nashorn-sandbox_dot,2-0,"{'27CPU2Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",9.916027695749438,0.1773911828765919,0.0,0.1456534107483709,,,,,,,,,,,,,,,,
elastic-job-lite_dot,1-0,{'24CPU1Mem4GB.sh': 1},57.71747241379324,0.2802183285689661,0.0,0.3211774126226803,27CPU2Mem8GB.sh,46.9165965517243,0.4555601525172429,0.0,0.4205203946396781,1.2302143943915724,0.6151071971957861,0.7637617978026497,24CPU1Mem4GB.sh,57.71747241379324,0.2802183285689662,0.0,0.3211774126226804,1.0,0.9999999999999996,0.9999999999999997
elastic-job-lite_elastic-job-lite-core,1-0,{'24CPU1Mem4GB.sh': 1},28.563866666666662,0.1386775726666666,0.0,0.158947861138611,27CPU2Mem8GB.sh,23.09954666666668,0.2242965981333334,0.0,0.20704465358127785,1.2365552917055795,0.6182776458527897,0.7676984572616077,24CPU1Mem4GB.sh,28.563866666666662,0.1386775726666666,0.0,0.15894786113861104,1.0,1.0,0.9999999999999998
esper_examples.rfidassetzone,2-0,"{'21CPU025Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",22.864059999999988,0.0630971588778976,0.0,0.09369494715007,,,,,,,,,,,,,,,,
fastjson_dot,1-0,{'26CPU2Mem4GB.sh': 1},35.9527833333336,0.2958314855277799,0.0,0.2849610865853146,27CPU2Mem8GB.sh,35.98251333333387,0.3493902044666718,0.0,0.322516589420102,0.9991737653308189,0.8467080122619727,0.8835548183666654,26CPU2Mem4GB.sh,35.9527833333336,0.2958314855277799,0.0,0.2849610865853145,1.0,1.0,1.0000000000000004
fluent-logger-java_dot,4-0,{'22CPU05Mem2GB.sh': 4},13.594010000000042,0.1311024699083336,0.0,0.1212183653764795,27CPU2Mem8GB.sh,9.201916666666664,0.3455086319666667,0.0,0.26178875499350696,1.4773020113563347,0.37944774103641454,0.46303885504740655,22CPU05Mem2GB.sh,13.594010000000042,0.1311024699083337,0.0,0.12121836537647951,1.0,0.9999999999999991,0.9999999999999999
http-request_dot,1-0,{'26CPU2Mem4GB.sh': 1},2.380049999999999,0.0195838447499999,0.0,0.0188642316740624,27CPU2Mem8GB.sh,2.3805000000000005,0.023114655,0.0,0.021336773615625,0.9998109640831752,0.8472479796908021,0.884118283949362,26CPU2Mem4GB.sh,2.380049999999999,0.0195838447499999,0.0,0.018864231674062426,1.0,1.0,0.9999999999999986
hutool_hutool-cron,1-0,{'26CPU2Mem4GB.sh': 1},1.8699233333333325,0.0153863524944444,0.0,0.0148209772789374,27CPU2Mem8GB.sh,1.8711133333333336,0.0181685104666666,0.0,0.01677106557551384,0.9993640150071075,0.8468692313920522,0.8837230533864457,26CPU2Mem4GB.sh,1.8699233333333325,0.0153863524944444,0.0,0.014820977278937466,1.0,1.0,0.9999999999999956
