project,cheapest_category,cheapest_confs,cheapest_runtime,cheapest_price,cheapest_max_failure_rate,cheapest_github_caliber_confs,cheapest_github_caliber_runtime,cheapest_github_caliber_price,cheapest_github_caliber_max_failure_rate,cheapest_github_caliber_runtime_rate,cheapest_github_caliber_price_rate,cheapest_smart_baseline_confs,cheapest_smart_baseline_runtime,cheapest_smart_baseline_price,cheapest_smart_baseline_max_failure_rate,cheapest_smart_baseline_runtime_rate,cheapest_smart_baseline_price_rate,fastest_category,fastest_confs,fastest_runtime,fastest_price,fastest_max_failure_rate,fastest_github_caliber_confs,fastest_github_caliber_runtime,fastest_github_caliber_price,fastest_github_caliber_max_failure_rate,fastest_github_caliber_runtime_rate,fastest_github_caliber_price_rate,fastest_smart_baseline_confs,fastest_smart_baseline_runtime,fastest_smart_baseline_price,fastest_smart_baseline_max_failure_rate,fastest_smart_baseline_runtime_rate,fastest_smart_baseline_price_rate
activiti_dot,10-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 1}",203.694645652242,0.2981691101041666,0.1999999999999999,{'27CPU2Mem8GB.sh': 10},29.409536031215158,0.718465252419999,0.1899999999999999,6.9261427802207205,0.4150083933771977,{'23CPU05Mem4GB.sh': 10},60.054892070420514,0.5270184312100004,0.1827586206896552,3.391807705080698,0.5657660006683058,12-0.2-fast,"{'27CPU2Mem8GB.sh': 3, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 5}",24.947433333333336,1.1155626896666646,0.1899999999999999,{'27CPU2Mem8GB.sh': 12},25.743553503599827,0.718465252419999,0.1899999999999999,0.969074969772329,1.5527023553458241,{'23CPU05Mem4GB.sh': 12},51.39696980900953,0.5270184312100004,0.1827586206896552,0.48538724026022684,2.116743217320511
assertj-core_dot,12-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",2.1881000000000093,0.0052091446836666,0.125,{'27CPU2Mem8GB.sh': 12},0.7668206896551732,0.01005456906,0.0758620689655172,2.853470217377627,0.5180873145911437,{'27CPU2Mem8GB.sh': 12},0.7668206896551732,0.01005456906,0.0758620689655172,2.853470217377627,0.5180873145911437,12-0.2-fast,"{'26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 7, '01noThrottling.sh': 1}",0.6353583333333331,0.0073762350016666,0.1275862068965517,{'27CPU2Mem8GB.sh': 12},0.7668206896551732,0.01005456906,0.0758620689655172,0.8285618031759725,0.7336202036755018,{'27CPU2Mem8GB.sh': 12},0.7668206896551732,0.01005456906,0.0758620689655172,0.8285618031759725,0.7336202036755018
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0.2-cheap,{'19CPU010Mem1GB.sh': 2},25.74411000000002,0.007656691459,0.01,{'27CPU2Mem8GB.sh': 2},13.025449999999994,0.0671079850399999,0.0,1.9764468789945862,0.11409508800534254,{'01noThrottling.sh': 2},12.958019999999998,0.1338339981,0.0,1.9867317692054824,0.057210361849004646,2-0.2-fast,{'29CPU4Mem8GB.sh': 2},12.952333333333344,0.11338541302,0.0,{'27CPU2Mem8GB.sh': 2},13.025449999999994,0.0671079850399999,0.0,0.9943866302763705,1.6895964459731032,{'01noThrottling.sh': 2},12.958019999999998,0.1338339981,0.0,0.999561146944776,0.8472093386560796
commons-exec_dot,8-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '28CPU2Mem16GB.sh': 1}",26.14501379725087,0.014168160338,0.03,{'27CPU2Mem8GB.sh': 8},10.015228333333331,0.15674880188,0.0016666666666667,2.610525983739516,0.09038767868124772,{'01noThrottling.sh': 8},10.017145,0.3136639943200002,0.0,2.6100264893091665,0.04516986518875238,12-0.2-fast,"{'27CPU2Mem8GB.sh': 8, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 2}",10.013293333333332,0.15684903667,0.0016666666666667,{'27CPU2Mem8GB.sh': 12},10.013426666666666,0.15674880188,0.0016666666666667,0.9999866845448843,1.000639461283262,{'01noThrottling.sh': 12},10.015579999999998,0.3136639943200002,0.0,0.9997716890418062,0.5000543240866292
db-scheduler_dot,6-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1}",11.66807034825871,0.0037939518653333,0.15,{'27CPU2Mem8GB.sh': 6},10.199820945945948,0.03223988967,0.0133333333333333,1.1439485467532973,0.11767881044778092,{'28CPU2Mem16GB.sh': 6},10.220030100334446,0.0425391966066666,0.0033333333333332,1.1416864954122665,0.0891872006990072,6-0.2-fast,{'29CPU4Mem8GB.sh': 6},10.19937248322148,0.05476806643,0.0066666666666667,{'27CPU2Mem8GB.sh': 6},10.199820945945948,0.03223988967,0.0133333333333333,0.9999560322944054,1.698767179124779,{'28CPU2Mem16GB.sh': 6},10.220030100334446,0.0425391966066666,0.0033333333333332,0.9979787126935868,1.2874729848898212
delight-nashorn-sandbox_dot,12-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 2, '24CPU1Mem4GB.sh': 2, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 2}",9.186963333333336,0.0377247299675,0.0466666666666666,{'27CPU2Mem8GB.sh': 12},4.990249999999999,0.04650049088,0.0033333333333332,1.8409825827029385,0.8112759511475506,{'29CPU4Mem8GB.sh': 12},4.812996666666665,0.0725791003066666,0.0,1.9087824009851118,0.5197740094338821,12-0.2-fast,"{'29CPU4Mem8GB.sh': 9, '01noThrottling.sh': 1, '26CPU2Mem4GB.sh': 2}",4.797759999999999,0.0687087330716666,0.0,{'27CPU2Mem8GB.sh': 12},4.990249999999999,0.04650049088,0.0033333333333332,0.9614267822253395,1.477591564548804,{'29CPU4Mem8GB.sh': 12},4.812996666666665,0.0725791003066666,0.0,0.9968342661086408,0.9466738052876567
elastic-job-lite_dot,12-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1}",13.89213793103449,0.0173909688948333,0.0,{'27CPU2Mem8GB.sh': 12},10.30915172413792,0.0628139608699999,0.0,1.3475539309900098,0.2768647073669776,{'19CPU010Mem1GB.sh': 12},33.13588620689655,0.0309217510817499,0.0,0.41924751444079766,0.5624186304603396,12-0.2-fast,"{'19CPU010Mem1GB.sh': 1, '25CPU1Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 3, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 1}",10.018434482758629,0.0445389224815,0.0,{'27CPU2Mem8GB.sh': 12},10.30915172413792,0.0628139608699999,0.0,0.9718000812134132,0.7090608817628614,{'19CPU010Mem1GB.sh': 12},33.13588620689655,0.0309217510817499,0.0,0.30234394276358595,1.4403751703371996
elastic-job-lite_elastic-job-lite-core,10-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1}",12.715788729096989,0.0114579371190833,0.0033333333333332,{'27CPU2Mem8GB.sh': 10},10.384343333333325,0.0455993834599999,0.0,1.2245154383792203,0.25127394823516164,{'01noThrottling.sh': 10},10.378139999999988,0.0899940277999999,0.0,1.2252473689020387,0.12731886103094625,12-0.2-fast,"{'19CPU010Mem1GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 3, '29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 1}",10.016276666666666,0.0243282213865833,0.0,{'27CPU2Mem8GB.sh': 12},10.306309999999993,0.0455993834599999,0.0,0.9718586639317732,0.5335208404281209,{'01noThrottling.sh': 12},10.305259999999988,0.0899940277999999,0.0,0.9719576863336469,0.2703315095602747
esper_examples.rfidassetzone,2-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",13.725810000000005,0.00674756751825,0.0,{'27CPU2Mem8GB.sh': 2},5.493362989323841,0.01950705986,0.0633333333333333,2.498616972276479,0.3459038710434346,{'19CPU010Mem1GB.sh': 2},30.470770000000016,0.0093840388485,0.0,0.45045825884938245,0.7190472702836871,2-0.2-fast,{'01noThrottling.sh': 2},5.457029304029308,0.0371906594,0.0899999999999999,{'27CPU2Mem8GB.sh': 2},5.493362989323841,0.01950705986,0.0633333333333333,0.9933858939660193,1.9065230571348646,{'19CPU010Mem1GB.sh': 2},30.470770000000016,0.0093840388485,0.0,0.17909062698544556,3.963182591251183
fastjson_dot,12-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",22.45780666666667,0.0458808635705,0.0,{'27CPU2Mem8GB.sh': 12},4.467719342027489,0.0844184778300002,0.0,5.026682507875512,0.543493139770818,{'01noThrottling.sh': 12},4.795239999999998,0.1617799024399997,0.0,4.683354048320142,0.2836005145170372,12-0.2-fast,"{'27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 5, '26CPU2Mem4GB.sh': 2}",4.317986666666665,0.1258255579666663,0.0,{'27CPU2Mem8GB.sh': 12},4.467719342027489,0.0844184778300002,0.0,0.966485657692886,1.4904978293976188,{'01noThrottling.sh': 12},4.795239999999998,0.1617799024399997,0.0,0.9004735251346475,0.7777576575887231
